,doc_id,doc_x,doc_y,genre
9789461994554,9789461994554,9.654477,13.057671,romance
9789460415258,9789460415258,11.838907,7.043279,unknown
9789401607018,9789401607018,9.579046,7.3761935,suspense general
9789402539530,9789402539530,8.946364,12.962731,romance
9789035142343,9789035142343,10.680403,6.6260986,unknown
9789029579919,9789029579919,13.313481,6.621532,"Dutch literary novel, novella"
9789402757910,9789402757910,8.377294,16.309536,"translated literary novel, novella"
9789025302405,9789025302405,8.709789,6.250532,"translated literary novel, novella"
9789402501957,9789402501957,8.646194,12.875525,romance
9789402534436,9789402534436,7.369978,17.007965,romance
9789402508307,9789402508307,8.193925,13.337008,romance
9789038897868,9789038897868,11.314429,6.075688,unknown
9789402751796,9789402751796,11.634918,9.279357,"translated literary novel, novella"
9789044534924,9789044534924,11.987724,5.8053813,"Dutch literary novel, novella"
9789044966183,9789044966183,8.869727,6.2679267,literary thriller
9789402751918,9789402751918,10.582744,7.3384633,unknown
9789025366650,9789025366650,9.698379,7.067164,"translated literary novel, novella"
9789402542608,9789402542608,10.181967,12.237475,romance
9789461708540,9789461708540,10.047334,11.788874,suspense pocket
9789021447209,9789021447209,7.0078726,5.073537,"translated literary novel, novella"
9789044969405,9789044969405,9.249422,8.903393,literary thriller
9789461991782,9789461991782,7.9045353,17.517244,unknown
9789461993496,9789461993496,7.6504574,14.257452,romance
9789402530919,9789402530919,9.917904,13.818003,romance
9789402529036,9789402529036,9.349538,14.69279,romance
9789402529166,9789402529166,5.811685,13.84936,romance
9789021678634,9789021678634,7.5453796,17.123692,unknown
9789044960136,9789044960136,8.786652,8.230383,literary thriller
9789044966824,9789044966824,11.0809555,9.574649,thriller
9789044976311,9789044976311,10.887971,9.85177,thriller
9789401608473,9789401608473,12.5688925,5.768412,thriller
9789044619447,9789044619447,2.2689471,7.706908,"Dutch literary novel, novella"
9789402530797,9789402530797,7.7824984,15.007034,romance
9789029592055,9789029592055,11.97066,4.340958,"Dutch literary novel, novella"
9789492899590,9789492899590,10.260472,9.074869,unknown
9789402524130,9789402524130,9.289235,13.640048,romance
9789402536911,9789402536911,7.4617085,14.500199,romance
9789044627978,9789044627978,12.440115,5.724607,"Dutch literary novel, novella"
9789044633795,9789044633795,9.721091,8.088952,"translated literary novel, novella"
9789029576468,9789029576468,11.07102,5.516967,"Dutch literary novel, novella"
9789460410994,9789460410994,7.1185937,6.108086,suspense general
9789044643237,9789044643237,11.529567,7.0409675,unknown
9789029584272,9789029584272,12.370039,5.7385497,"Dutch literary novel, novella"
9789044970319,9789044970319,6.9612384,5.1072,literary thriller
9789402505528,9789402505528,10.018783,14.199789,romance
9789402539349,9789402539349,7.6372766,13.95301,romance
9789044633092,9789044633092,9.925513,9.211686,"Dutch literary novel, novella"
9789402526523,9789402526523,9.076054,13.460492,romance
9789021678979,9789021678979,10.172041,11.968535,unknown
9789048726189,9789048726189,14.987424,6.6368456,unknown
9789044623529,9789044623529,7.1907997,4.9421377,"translated literary novel, novella"
9789044619584,9789044619584,12.019253,6.2544675,unknown
9789025869823,9789025869823,8.2516165,16.00007,unknown
9789402530704,9789402530704,5.941588,14.280491,romance
9789044962475,9789044962475,9.255628,6.018392,literary thriller
9789044960761,9789044960761,9.091052,6.261771,"translated literary novel, novella"
9789402529661,9789402529661,5.535583,13.884902,romance
9789461703460,9789461703460,8.167069,15.249951,romance
9789460414251,9789460414251,12.399388,3.7231958,literary fiction general
9789402542776,9789402542776,9.193779,13.992889,romance
9789492899453,9789492899453,14.932103,5.931456,unknown
9789025869069,9789025869069,13.8173,6.6834135,unknown
9789460410789,9789460410789,1.4769043,16.615921,suspense general
9789460410857,9789460410857,1.4751257,16.617384,suspense general
9789402513912,9789402513912,7.4424076,14.11829,romance
9789048726134,9789048726134,15.005373,6.6560464,unknown
9789402508550,9789402508550,9.210891,13.429733,romance
9789044619539,9789044619539,2.3548148,7.561094,"Dutch literary novel, novella"
9789038898537,9789038898537,12.589061,5.8628764,"Dutch literary novel, novella"
9789460414428,9789460414428,14.515124,6.2817326,unknown
9789029594073,9789029594073,12.337316,3.9943974,"Dutch literary novel, novella"
9789401608299,9789401608299,9.298756,8.1752615,"translated literary novel, novella"
9789021675992,9789021675992,7.3066235,7.1604233,unknown
9789044972023,9789044972023,6.8311353,5.3873553,thriller
9789044960952,9789044960952,13.5756035,4.828536,unknown
9789025870775,9789025870775,9.799667,9.287322,unknown
9789461701947,9789461701947,7.0329638,14.253461,romance
9789461701817,9789461701817,9.549747,13.303709,romance
9789044962598,9789044962598,10.138939,9.689951,thriller
9789461705341,9789461705341,6.9989567,14.500231,romance
9789461707055,9789461707055,9.145635,14.543508,romance
9789460410734,9789460410734,8.140882,4.7394342,suspense general
9789402509427,9789402509427,9.583586,14.028111,romance
9789044639056,9789044639056,8.692895,5.3440843,"translated literary novel, novella"
9789025863739,9789025863739,9.709272,4.4745164,"Dutch literary novel, novella"
9789044640830,9789044640830,11.591918,7.316394,unknown
9789044620979,9789044620979,11.931827,3.8417552,"Dutch literary novel, novella"
9789401606738,9789401606738,9.349433,6.867846,"translated literary novel, novella"
9789044629279,9789044629279,11.888773,5.132035,"Dutch literary novel, novella"
9789402537796,9789402537796,6.4701314,13.157537,romance
9789044626971,9789044626971,7.081994,5.097479,literary thriller
9789044636314,9789044636314,10.840484,6.6772394,unknown
9789044634150,9789044634150,11.654196,5.330225,"Dutch literary novel, novella"
9789402537918,9789402537918,5.9852834,13.944967,romance
9789021440521,9789021440521,15.183496,5.072828,"Dutch literary novel, novella"
9789461706072,9789461706072,7.948555,14.243997,romance
9789038894546,9789038894546,9.266696,6.6170692,"Dutch literary novel, novella"
9789029591348,9789029591348,14.712886,6.2022934,"Dutch literary novel, novella"
9789402512656,9789402512656,7.746644,13.449682,romance
9789029591218,9789029591218,10.832027,6.375362,"Dutch literary novel, novella"
9789029591461,9789029591461,10.1905,5.2766857,"Dutch literary novel, novella"
9789025861490,9789025861490,14.495911,6.0514708,unknown
9789025863784,9789025863784,9.616087,4.2716756,"Dutch literary novel, novella"
9789021444680,9789021444680,9.999401,4.8441534,"Dutch literary novel, novella"
9789402541281,9789402541281,8.22056,14.36672,romance
9789044978773,9789044978773,9.5733,9.42667,unknown
9789029587716,9789029587716,16.26679,5.8804646,unknown
9789029585552,9789029585552,11.180945,4.9378767,"Dutch literary novel, novella"
9789044971439,9789044971439,8.825258,8.271258,literary thriller
9789402754483,9789402754483,8.14261,12.367803,romance
9789044630435,9789044630435,10.959923,6.5937724,unknown
9789460415326,9789460415326,12.045766,6.922605,unknown
9789461702517,9789461702517,9.194222,14.213581,romance
9789402750911,9789402750911,8.305401,17.106672,"translated literary novel, novella"
9789044963502,9789044963502,10.838316,7.958077,"translated literary novel, novella"
9789402516333,9789402516333,5.9089665,13.426138,romance
9789402754247,9789402754247,9.14865,12.095865,romance
9789402502350,9789402502350,6.754165,14.340826,romance
9789044961898,9789044961898,16.187004,17.594482,thriller
9789044977431,9789044977431,6.6289387,4.8830643,thriller
9789460413339,9789460413339,7.4959,0.77350116,suspense general
9789402527513,9789402527513,7.429055,9.107153,unknown
9789402519136,9789402519136,7.0879855,14.498642,romance
9789402512168,9789402512168,8.203558,13.407295,romance
9789403164106,9789403164106,10.760657,4.8115973,literary thriller
9789044963281,9789044963281,10.234065,6.530379,"translated literary novel, novella"
9789402512038,9789402512038,6.457739,13.464269,romance
9789029585545,9789029585545,11.182612,4.929781,"Dutch literary novel, novella"
9789021444819,9789021444819,9.85802,5.0557413,"Dutch literary novel, novella"
9789402528701,9789402528701,5.6726317,13.836161,romance
9789461706188,9789461706188,6.3826375,13.309916,romance
9789461702500,9789461702500,8.056332,12.768366,romance
9789044961751,9789044961751,11.711985,7.3363695,unknown
9789021670249,9789021670249,13.334777,6.215235,unknown
9789044632736,9789044632736,13.048296,7.1783557,unknown
9789402541502,9789402541502,7.8353915,14.236056,romance
9789038800523,9789038800523,11.523196,5.914945,unknown
9789044626605,9789044626605,6.7401476,4.980738,literary thriller
9789401602563,9789401602563,8.671716,6.302516,literary thriller
9789025873295,9789025873295,15.631632,7.1302752,unknown
9789460415548,9789460415548,12.806422,3.658252,suspense general
9789460415418,9789460415418,13.123708,3.4652772,suspense general
9789025854041,9789025854041,12.322902,8.850104,unknown
9789021672724,9789021672724,7.4277325,11.12207,unknown
9789044968262,9789044968262,9.71765,6.01659,"translated literary novel, novella"
9789402535495,9789402535495,7.9243107,15.285506,romance
9789461700827,9789461700827,6.4162574,14.671203,romance
9789402752571,9789402752571,8.373859,11.868168,"translated literary novel, novella"
9789402528862,9789402528862,8.655374,13.297608,romance
9789044973143,9789044973143,8.402604,6.5139494,thriller
9789044973013,9789044973013,11.453665,10.882673,thriller
9789461706065,9789461706065,6.4465885,14.657342,romance
9789044636253,9789044636253,12.507052,5.7512345,"Dutch literary novel, novella"
9789461996794,9789461996794,11.470453,9.019679,Young adult fiction
9789461991935,9789461991935,7.2048826,14.615425,romance
9789048726073,9789048726073,14.992892,6.6482425,unknown
9789402534276,9789402534276,8.0486145,15.847612,romance
9789029574181,9789029574181,10.651454,9.28648,literary thriller
9789402751086,9789402751086,9.666827,11.855329,romance
9789029579643,9789029579643,9.422509,5.771387,"translated literary novel, novella"
9789044976328,9789044976328,12.401143,5.696634,literary thriller
9789044969245,9789044969245,12.6569805,6.050927,thriller
9789461708250,9789461708250,10.2870655,12.021201,suspense pocket
9789044960815,9789044960815,10.861449,10.104167,thriller
9789402505511,9789402505511,9.790642,14.239054,romance
9789044960945,9789044960945,12.832329,6.4422407,literary thriller
9789025872526,9789025872526,14.737675,6.6590757,unknown
9789402529845,9789402529845,6.115341,14.499624,romance
9789461701800,9789461701800,6.6728945,15.39669,romance
9789402751642,9789402751642,11.347375,9.068438,Young adult fiction
9789029576451,9789029576451,10.567918,6.226511,"Dutch literary novel, novella"
9789021675985,9789021675985,7.307622,7.1673827,unknown
9789402508383,9789402508383,8.326412,15.505887,romance
9789021445199,9789021445199,11.01476,4.5871663,"Dutch literary novel, novella"
9789460410673,9789460410673,8.294288,4.8282604,suspense general
9789021441511,9789021441511,10.090052,4.578236,"Dutch literary novel, novella"
9789402540598,9789402540598,7.018653,11.2037735,historical novel (popular)
9789402524109,9789402524109,9.268721,13.654314,romance
9789044969481,9789044969481,11.7002125,7.2902174,unknown
9789401601863,9789401601863,8.74829,9.441561,"translated literary novel, novella"
9789029594189,9789029594189,9.49212,6.2712474,"translated literary novel, novella"
9789029590501,9789029590501,10.863155,2.732975,"Dutch literary novel, novella"
9789461991706,9789461991706,8.28746,15.452281,romance
9789402530643,9789402530643,6.0482774,14.399917,romance
9789402758221,9789402758221,10.3804455,5.440961,unknown
9789021438580,9789021438580,11.879029,5.247277,"Dutch literary novel, novella"
9789402539509,9789402539509,10.236003,12.251536,suspense pocket
9789401605335,9789401605335,9.418094,6.10662,"translated literary novel, novella"
9789402505238,9789402505238,6.4036746,14.497678,romance
9789038891859,9789038891859,12.906409,5.610129,"Dutch literary novel, novella"
9789402540475,9789402540475,8.670367,15.51451,romance
9789492899514,9789492899514,14.505127,6.492864,unknown
9789021447230,9789021447230,11.08908,4.5946727,"Dutch literary novel, novella"
9789402507836,9789402507836,7.8242326,14.335365,romance
9789402507966,9789402507966,7.175621,13.565634,romance
9789461701763,9789461701763,8.9906435,13.186503,romance
9789461703477,9789461703477,9.214262,13.840661,romance
9789402751871,9789402751871,9.308729,9.4707155,"translated literary novel, novella"
9789461701633,9789461701633,9.375866,13.152875,romance
9789038897851,9789038897851,11.355411,6.0438724,unknown
9789402501124,9789402501124,7.348548,14.593781,romance
9789402757033,9789402757033,13.675315,17.011635,romance
9789402530087,9789402530087,7.0253882,14.171238,romance
9789021443966,9789021443966,16.82188,8.982051,"Dutch literary novel, novella"
9789021667119,9789021667119,14.779388,6.503,unknown
9789044633283,9789044633283,11.494613,6.995912,unknown
9789044631197,9789044631197,11.749898,6.560413,unknown
9789402513349,9789402513349,8.396857,13.527105,romance
9789029592413,9789029592413,11.894594,5.767493,"Dutch literary novel, novella"
9789044966428,9789044966428,10.701387,8.580289,thriller
9789402539981,9789402539981,9.843489,13.536769,romance
9789461705679,9789461705679,6.4082775,14.058512,romance
9789044974287,9789044974287,11.047769,10.311585,thriller
9789402530445,9789402530445,10.123645,13.45393,romance
9789402529470,9789402529470,10.231803,12.062064,suspense pocket
9789461701565,9789461701565,7.4957356,12.244708,romance
9789044962734,9789044962734,9.187674,8.32241,thriller
9789402505924,9789402505924,10.385376,11.94682,suspense pocket
9789461991294,9789461991294,7.9160748,14.082811,romance
9789460416354,9789460416354,12.818054,3.3903646,suspense general
9789460410598,9789460410598,12.709731,3.2861145,suspense general
9789402534887,9789402534887,5.82328,14.668927,romance
9789402540673,9789402540673,8.926512,14.056562,romance
9789044625660,9789044625660,9.769848,6.117397,"translated literary novel, novella"
9789021441924,9789021441924,10.0813875,4.5142517,"Dutch literary novel, novella"
9789402755121,9789402755121,9.283432,8.664874,"translated literary novel, novella"
9789402503166,9789402503166,6.3542833,14.487729,romance
9789402503036,9789402503036,8.457164,12.937016,romance
9789029510646,9789029510646,11.739569,5.1400967,"Dutch literary novel, novella"
9789402526851,9789402526851,10.084099,13.377612,romance
9789402508741,9789402508741,9.897834,12.476749,unknown
9789048724161,9789048724161,14.740247,6.5484223,unknown
9789461993977,9789461993977,8.319377,13.664307,romance
9789402508611,9789402508611,6.5242934,13.109827,romance
9789461708106,9789461708106,8.984813,14.518153,romance
9789021671741,9789021671741,10.254953,4.532596,unknown
9789461997371,9789461997371,6.764728,13.920919,romance
9789021673455,9789021673455,13.413457,6.105941,unknown
9789029594332,9789029594332,11.777861,5.114208,"Dutch literary novel, novella"
9789403163406,9789403163406,9.859597,9.130985,"translated literary novel, novella"
9789044960259,9789044960259,13.631598,4.855957,unknown
9789025864293,9789025864293,14.705814,6.3071713,unknown
9789402508185,9789402508185,6.0877776,13.298417,romance
9789402532128,9789402532128,9.153638,14.7996235,romance
9789402540840,9789402540840,7.0239067,15.0835705,romance
9789402520859,9789402520859,10.404564,13.517827,romance
9789402751444,9789402751444,10.618622,7.219926,"translated literary novel, novella"
9789461703842,9789461703842,7.192635,14.666906,romance
9789044962857,9789044962857,11.057063,9.732663,thriller
9789025864507,9789025864507,15.633744,7.1365266,unknown
9789461707314,9789461707314,9.914296,11.753398,suspense pocket
9789402513530,9789402513530,8.420916,13.212698,romance
9789461998033,9789461998033,10.095887,13.240167,romance
9789461991379,9789461991379,10.313877,14.488987,romance
9789460410475,9789460410475,12.733399,3.3015096,suspense general
9789021443553,9789021443553,10.816578,4.5433106,"Dutch literary novel, novella"
9789460415890,9789460415890,12.798776,3.7168763,literary fiction general
9789402527926,9789402527926,10.079856,13.325564,romance
9789401600521,9789401600521,11.390375,7.5182986,unknown
9789044977059,9789044977059,9.40368,9.044219,"translated literary novel, novella"
9789029591843,9789029591843,10.685752,5.5713754,"Dutch literary novel, novella"
9789029581226,9789029581226,10.437806,4.148463,"Dutch literary novel, novella"
9789048723904,9789048723904,15.542363,6.264577,unknown
9789044968064,9789044968064,6.8502517,7.9627976,thriller
9789038899701,9789038899701,11.499275,5.925402,"Dutch literary novel, novella"
9789461996206,9789461996206,9.221072,14.347111,romance
9789461994042,9789461994042,7.534574,12.349581,romance
9789402523270,9789402523270,9.693422,13.842661,romance
9789402543339,9789402543339,9.006588,13.409176,historical novel (popular)
9789025871543,9789025871543,10.648881,9.120556,Young adult fiction
9789402538151,9789402538151,7.008389,10.994286,historical novel (popular)
9789402535693,9789402535693,9.856599,11.534146,romance
9789460411502,9789460411502,12.839448,3.5344675,suspense general
9789402525328,9789402525328,7.2508945,14.620944,romance
9789044977813,9789044977813,8.938912,8.504749,literary thriller
9789044965162,9789044965162,9.228132,6.11013,literary thriller
9789044967326,9789044967326,16.1865,17.593166,Young adult fiction
9789461704177,9789461704177,6.4522257,14.048736,romance
9789461706263,9789461706263,10.590443,12.067515,suspense pocket
9789025861681,9789025861681,14.740674,6.5409265,unknown
9789044961393,9789044961393,9.477863,8.35435,"translated literary novel, novella"
9789044642988,9789044642988,11.14145,6.5002666,unknown
9789402541090,9789402541090,9.24637,12.149989,romance
9789021440019,9789021440019,10.914879,4.874007,"Dutch literary novel, novella"
9789044624083,9789044624083,12.311678,5.9511857,"Dutch literary novel, novella"
9789402759150,9789402759150,9.389075,13.466127,romance
9789402756586,9789402756586,10.870838,8.325735,unknown
9789402516838,9789402516838,9.443579,13.703856,romance
9789044965995,9789044965995,9.162985,9.350838,"translated literary novel, novella"
9789402516968,9789402516968,10.238431,13.947713,romance
9789461709608,9789461709608,8.559905,12.633284,romance
9789044632460,9789044632460,12.030038,4.0843315,"Dutch literary novel, novella"
9789402504903,9789402504903,7.109499,14.951096,romance
9789402754056,9789402754056,8.842603,12.040067,romance
9789402521993,9789402521993,6.303274,14.049281,romance
9789402519327,9789402519327,8.236045,15.766126,romance
9789021672588,9789021672588,7.309257,7.16408,unknown
9789029568173,9789029568173,9.46617,6.3805013,"translated literary novel, novella"
9789461704719,9789461704719,6.6924567,14.312212,romance
9789044963090,9789044963090,11.050996,9.652731,thriller
9789044967418,9789044967418,9.33228,7.2996626,"translated literary novel, novella"
9789044967548,9789044967548,7.02573,5.1289854,literary thriller
9789029587440,9789029587440,9.942928,5.936247,"Dutch literary novel, novella"
9789402500486,9789402500486,6.9698606,10.615784,historical novel (popular)
9789029588096,9789029588096,9.004278,6.249262,"translated literary novel, novella"
9789048723720,9789048723720,15.497542,6.3464427,unknown
9789021670942,9789021670942,14.174262,5.7099037,unknown
9789402752953,9789402752953,6.647481,17.23841,romance
9789402528510,9789402528510,17.913754,11.878992,thriller
9789402543407,9789402543407,10.26312,12.166602,suspense pocket
9789029577854,9789029577854,8.021844,9.301349,"Dutch literary novel, novella"
9789044630633,9789044630633,10.343372,6.124699,"Dutch literary novel, novella"
9789044624700,9789044624700,12.609956,5.7041473,"Dutch literary novel, novella"
9789044626414,9789044626414,10.526185,5.7210875,"Dutch literary novel, novella"
9789401604697,9789401604697,11.953745,11.462513,"translated literary novel, novella"
9789025875718,9789025875718,9.586318,9.905079,"translated literary novel, novella"
9789044971682,9789044971682,10.711649,9.761212,thriller
9789029591904,9789029591904,10.671689,5.543175,"Dutch literary novel, novella"
9789048727315,9789048727315,14.670192,6.2667756,unknown
9789048725151,9789048725151,15.463583,6.338132,unknown
9789021670621,9789021670621,14.693171,5.873602,unknown
9789048723843,9789048723843,15.481644,6.33725,unknown
9789402521023,9789402521023,10.41139,13.933802,romance
9789460411281,9789460411281,14.377819,5.100293,unknown
9789461709066,9789461709066,7.4372315,10.986079,romance
9789044629965,9789044629965,9.510653,7.733262,"translated literary novel, novella"
9789044629835,9789044629835,11.676483,5.194557,"Dutch literary novel, novella"
9789402533118,9789402533118,7.5659575,9.345425,unknown
9789044630800,9789044630800,11.643506,4.589887,unknown
9789402506433,9789402506433,7.2695456,9.250292,unknown
9789402506563,9789402506563,6.943893,15.039278,romance
9789461999153,9789461999153,7.032964,9.338769,unknown
9789402510744,9789402510744,9.397549,13.148218,romance
9789461704160,9789461704160,9.566981,13.309343,romance
9789461706324,9789461706324,8.539627,12.971994,romance
9789025865467,9789025865467,12.4423485,6.2179923,Young adult fiction
9789461993830,9789461993830,9.841214,12.515306,romance
9789461993960,9789461993960,7.9943957,13.969846,romance
9789025860882,9789025860882,13.901415,6.3586507,unknown
9789401605199,9789401605199,7.013994,5.2075686,literary thriller
9789402522310,9789402522310,6.207218,13.171648,romance
9789402532975,9789402532975,9.809261,14.085484,romance
9789044969054,9789044969054,11.735786,7.063228,unknown
9789025870423,9789025870423,14.556804,5.651507,unknown
9789029576710,9789029576710,10.932432,2.7144935,"Dutch literary novel, novella"
9789402540857,9789402540857,6.2806425,14.580298,romance
9789402518429,9789402518429,8.610698,14.659384,romance
9789402540789,9789402540789,10.351639,12.145697,suspense pocket
9789460412776,9789460412776,12.744666,3.278375,suspense general
9789461707253,9789461707253,8.581135,13.020914,romance
9789402753899,9789402753899,10.815055,7.3221,unknown
9789038897523,9789038897523,10.298806,4.2462444,"Dutch literary novel, novella"
9789044976823,9789044976823,9.422309,9.471627,literary thriller
9789401603836,9789401603836,12.4843855,6.0503106,literary thriller
9789402532746,9789402532746,7.0827627,10.639386,historical novel (popular)
9789402758030,9789402758030,7.525091,17.249598,romance
9789402530452,9789402530452,9.891089,13.744281,romance
9789402532616,9789402532616,7.021299,14.366397,romance
9789401607360,9789401607360,8.675136,6.275787,"translated literary novel, novella"
9789401607230,9789401607230,8.8531275,6.416712,"translated literary novel, novella"
9789035144033,9789035144033,12.648992,7.3510904,unknown
9789038898018,9789038898018,10.890264,4.7895365,"Dutch literary novel, novella"
9789402540734,9789402540734,8.965693,13.9585705,romance
9789460414107,9789460414107,7.125172,6.1014194,suspense general
9789461701572,9789461701572,7.970243,13.637824,romance
9789402753974,9789402753974,8.958676,11.663755,romance
9789461703736,9789461703736,4.151751,12.548961,romance
9789044962673,9789044962673,8.789456,8.2243395,suspense pocket
9789401601368,9789401601368,12.272889,5.9706855,"Dutch literary novel, novella"
9789025876302,9789025876302,13.8393545,6.364677,Young adult fiction
9789044974454,9789044974454,6.6536264,4.7271852,thriller
9789044962024,9789044962024,10.040387,-3.481149,detective
9789461701275,9789461701275,8.89209,13.807927,romance
9789025862466,9789025862466,14.377863,5.5704913,unknown
9789401611084,9789401611084,8.770482,6.2313967,"translated literary novel, novella"
9789044633207,9789044633207,9.345236,9.286977,"translated literary novel, novella"
9789461991584,9789461991584,6.189554,14.100112,romance
9789044623932,9789044623932,11.256494,5.544697,unknown
9789038807850,9789038807850,11.923692,6.018729,unknown
9789401608725,9789401608725,9.298615,8.1680155,"translated literary novel, novella"
9789402526868,9789402526868,10.175087,13.193797,romance
9789402508628,9789402508628,13.737679,6.3661046,romance
9789044964936,9789044964936,10.350971,9.527755,detective
9789461998910,9789461998910,7.095313,14.628353,romance
9789025876555,9789025876555,14.861013,6.5312147,unknown
9789461995698,9789461995698,8.998331,13.185232,romance
9789021677620,9789021677620,13.644961,6.490648,unknown
9789402526172,9789402526172,7.770379,14.547892,romance
9789460412608,9789460412608,12.503108,4.1130004,unknown
9789402513509,9789402513509,10.270258,11.923475,suspense pocket
9789044966268,9789044966268,8.916912,8.306878,literary thriller
9789402753639,9789402753639,8.749812,12.294296,romance
9789402753769,9789402753769,9.242123,9.2793255,"translated literary novel, novella"
9789402532111,9789402532111,8.523084,14.367554,romance
9789029574303,9789029574303,10.348141,5.5782557,"Dutch literary novel, novella"
9789402753110,9789402753110,7.6270213,17.139053,romance
9789044966541,9789044966541,9.270035,7.7352285,thriller
9789044966411,9789044966411,10.694082,8.578186,thriller
9789025874872,9789025874872,13.71086,6.368657,unknown
9789025864347,9789025864347,14.675654,6.4872684,unknown
9789461701398,9789461701398,7.451991,14.966205,romance
9789461708182,9789461708182,6.2821045,15.049359,romance
9789025369644,9789025369644,10.488856,5.4320016,"Dutch literary novel, novella"
9789035142015,9789035142015,12.173757,7.5360174,unknown
9789461991539,9789461991539,10.029059,12.560757,suspense pocket
9789402753684,9789402753684,8.306003,11.885871,"translated literary novel, novella"
9789401603102,9789401603102,8.635441,6.241582,literary thriller
9789461703996,9789461703996,7.8124146,14.716552,romance
9789402540994,9789402540994,8.1702385,14.295765,romance
9789461997531,9789461997531,9.603765,15.55891,romance
9789402529449,9789402529449,5.7256675,13.983326,romance
9789044960549,9789044960549,11.44569,10.921952,thriller
9789044960419,9789044960419,11.1274185,10.041883,thriller
9789402752137,9789402752137,7.721257,17.445803,romance
9789029591997,9789029591997,10.62938,5.5977626,"Dutch literary novel, novella"
9789402516951,9789402516951,9.65186,14.171866,romance
9789402506334,9789402506334,10.265709,14.488272,romance
9789402504170,9789402504170,9.872108,13.77782,romance
9789460415814,9789460415814,12.573588,4.29912,unknown
9789461994196,9789461994196,6.8218536,13.542124,romance
9789048723980,9789048723980,14.699234,5.956916,unknown
9789461996282,9789461996282,10.413247,10.551235,suspense pocket
9789460411212,9789460411212,12.764728,3.2792964,suspense general
9789460411342,9789460411342,12.732418,3.796672,suspense general
9789403153506,9789403153506,9.095317,6.269351,"translated literary novel, novella"
9789025301460,9789025301460,9.96071,6.5287733,literary thriller
9789025875855,9789025875855,8.796538,13.444451,unknown
9789461706423,9789461706423,9.243862,14.358447,romance
9789402502862,9789402502862,8.745723,12.940815,romance
9789402535617,9789402535617,7.9706616,13.744046,romance
9789402535747,9789402535747,5.616745,14.534523,romance
9789048725656,9789048725656,14.527667,6.5267844,unknown
9789402510959,9789402510959,8.21578,15.474575,romance
9789401600231,9789401600231,15.344751,6.832526,"translated literary novel, novella"
9789402523430,9789402523430,6.380301,14.641245,romance
9789402523560,9789402523560,6.32437,13.564461,romance
9789461994752,9789461994752,11.031349,13.298573,romance
9789044968774,9789044968774,14.249367,8.938989,"Dutch literary novel, novella"
9789402541014,9789402541014,8.931023,13.999475,romance
9789402523249,9789402523249,5.7260923,14.304855,romance
9789021442389,9789021442389,12.342074,5.931816,"Dutch literary novel, novella"
9789402541144,9789402541144,6.9915605,14.53202,romance
9789402538922,9789402538922,6.4721227,13.796599,romance
9789025861605,9789025861605,14.489824,5.4227657,unknown
9789402514476,9789402514476,9.336189,13.78967,romance
9789044961317,9789044961317,11.105803,10.0781555,thriller
9789044971972,9789044971972,6.7851877,5.4173965,thriller
9789402506389,9789402506389,7.50358,9.290041,unknown
9789044636826,9789044636826,9.860584,5.5842986,"translated literary novel, novella"
9789029593274,9789029593274,12.304424,5.346793,"Dutch literary novel, novella"
9789402525311,9789402525311,7.134174,14.722328,romance
9789402527155,9789402527155,5.8213053,14.450524,romance
9789402519570,9789402519570,9.809125,14.9854,romance
9789021674513,9789021674513,10.942068,9.102056,unknown
9789029577649,9789029577649,11.115982,5.099262,"Dutch literary novel, novella"
9789044629101,9789044629101,11.957709,3.8419304,unknown
9789402538038,9789402538038,7.6905274,14.223503,romance
9789401602198,9789401602198,12.013779,6.4705186,unknown
9789402538168,9789402538168,9.962621,12.817297,romance
9789402756296,9789402756296,7.5845923,17.219122,romance
9789461700315,9789461700315,7.337666,13.488452,romance
9789025861612,9789025861612,14.18335,6.5431,unknown
9789025863456,9789025863456,14.218097,8.881152,unknown
9789402528350,9789402528350,8.416353,15.786792,romance
9789044971835,9789044971835,10.342723,9.141191,thriller
9789044639339,9789044639339,11.500992,7.2478647,unknown
9789044963014,9789044963014,10.979392,9.073788,thriller
9789044961300,9789044961300,9.846873,9.230492,Young adult fiction
9789044971965,9789044971965,6.7949815,5.443051,thriller
9789402543247,9789402543247,4.1468368,12.546775,romance
9789021446646,9789021446646,12.062822,5.4094977,"Dutch literary novel, novella"
9789402509618,9789402509618,9.275188,13.100301,romance
9789402509748,9789402509748,9.148805,12.955865,romance
9789048725038,9789048725038,14.763628,6.282321,unknown
9789402527858,9789402527858,10.41374,10.61581,thriller
9789021446998,9789021446998,6.7309704,14.427114,"Dutch literary novel, novella"
9789461999870,9789461999870,10.528597,11.9652605,suspense pocket
9789048725922,9789048725922,15.020897,6.6574674,unknown
9789044967258,9789044967258,9.671053,8.453033,"translated literary novel, novella"
9789402533071,9789402533071,13.238207,11.818001,unknown
9789402521900,9789402521900,9.312271,12.095727,romance
9789044642728,9789044642728,11.442044,7.212488,unknown
9789402538656,9789402538656,10.32226,12.785872,romance
9789402752120,9789402752120,7.668562,17.342697,romance
9789029591980,9789029591980,10.647343,5.5811048,"Dutch literary novel, novella"
9789025867133,9789025867133,10.2721,14.782817,unknown
9789044965735,9789044965735,10.72797,8.599904,suspense pocket
9789460411205,9789460411205,12.872707,3.5282464,suspense general
9789025875008,9789025875008,9.464154,9.641014,"translated literary novel, novella"
9789402537444,9789402537444,5.636122,14.451728,romance
